_id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma
1788;to roll one's eyes;die Augen verdrehen;passiv;4/C1;II;ph;;;"[('to', 'TO'), ('roll', 'VB'), ('one', 'CD'), (""'s"", 'POS'), ('eyes', 'NNS')]";"['to', 'roll', 'one', ""'s"", 'eye']"
1789;to pull a face;das Gesicht verziehen;passiv;4/C1;II;v;;;[('to', 'TO'), ('pull', 'VB'), ('a', 'DT'), ('face', 'NN')];['to', 'pull', 'a', 'face']
1790;kind;nett, freundlich, liebenswürdig;aktiv;4/C1;II;a;Billy was very *kind*. He helped the old lady.;;[('kind', 'NN')];['kind']
1791;forever;ewig, ständig;aktiv;4/C1;II;av;He said, “I will love you *forever*.”;;[('forever', 'RB')];['forever']
1792;Miss (BE);hier: Frau Lehrerin (Anrede);passiv;4/C1;II;;;;[('Miss', 'NNP'), ('(', '('), ('BE', 'NNP'), (')', ')')];['Miss', '(', 'BE', ')']
1793;to whisper;flüstern;aktiv;4/C1;II;v;to *whisper* ↔ to shout;;[('to', 'TO'), ('whisper', 'VB')];['to', 'whisper']
1794;What's wrong?;Was ist los?;passiv;4/C1;II;ph;;;"[('What', 'WP'), (""'s"", 'VBZ'), ('wrong', 'JJ'), ('?', '.')]";"['What', ""'s"", 'wrong', '?']"
1795;outside;außen, außerhalb, hier: nach draußen;aktiv;4/C1;II;av;*outside* ↔ inside;;[('outside', 'IN')];['outside']
1796;to muck sth up (informal);etw vermasseln;passiv;4/C1;II;ph;;;[('to', 'TO'), ('muck', 'VB'), ('sth', 'VB'), ('up', 'RP'), ('(', '('), ('informal', 'JJ'), (')', ')')];['to', 'muck', 'sth', 'up', '(', 'informal', ')']
1797;to smile (at);(an)lächeln;aktiv;4/C1;II;ph;;;[('to', 'TO'), ('smile', 'VB'), ('(', '('), ('at', 'IN'), (')', ')')];['to', 'smile', '(', 'at', ')']
1798;arrogant;arrogant;aktiv;4/C1;II;a;Matt is very *arrogant*. He always thinks he is the best.;;[('arrogant', 'JJ')];['arrogant']
1799;emotion;Gefühl, Emotion;aktiv;4/C1;II;s;;;[('emotion', 'NN')];['emotion']
1800;to clap;klatschen;passiv;4/C1;II;v;;;[('to', 'TO'), ('clap', 'VB')];['to', 'clap']
1801;to give sb the thumbs down;jemandem den Daumen nach unten zeigen;passiv;4/C1;II;ph;;;[('to', 'TO'), ('give', 'VB'), ('sb', 'VB'), ('the', 'DT'), ('thumbs', 'NNS'), ('down', 'RP')];['to', 'give', 'sb', 'the', 'thumb', 'down']
1802;back;Rücken, Rückseite;aktiv;4/C1;II;s;Jo hit Sam behind the teacher’s *back*.;;[('back', 'RB')];['back']
1803;to stammer;stottern, stammeln;passiv;4/C1;II;v;;;[('to', 'TO'), ('stammer', 'VB')];['to', 'stammer']
1804;quietly;leise, still;passiv;4/C2;II;av;;;[('quietly', 'RB')];['quietly']
1805;twice;zweimal;passiv;4/C2;II;av;;;[('twice', 'RB')];['twice']
1806;to remember;sich erinnern, hier: daran denken;aktiv;4/C2;II;v;Please *remember* to buy milk.;;[('to', 'TO'), ('remember', 'VB')];['to', 'remember']
1807;competition;Wettbewerb;aktiv;4/C2;II;s;The Olympics is a big sports *competition*.;;[('competition', 'NN')];['competition']
1808;spelling (no pl);Rechtschreibung, hier: Schreibweise;passiv;4/C3;II;s;;;[('spelling', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['spelling', '(', 'no', 'pl', ')']
1809;card;Karte;passiv;4/C4;II;s;;;[('card', 'NN')];['card']
1810;to smile;lächeln;aktiv;4/C4;II;v;;;[('to', 'TO'), ('smile', 'VB')];['to', 'smile']
1811;to move;(sich) bewegen;aktiv;4/C4;II;v;The boat *is moving* very slowly.;;[('to', 'TO'), ('move', 'VB')];['to', 'move']
1812;pile;Stapel, Haufen;passiv;4/C4;II;s;;;[('pile', 'NN')];['pile']
1813;to turn sth upside down;etw auf den Kopf stellen, hier: umdrehen;passiv;4/C4;II;ph;;;[('to', 'TO'), ('turn', 'VB'), ('sth', 'JJ'), ('upside', 'RB'), ('down', 'RB')];['to', 'turn', 'sth', 'upside', 'down']
1814;player;Spieler/in;passiv;4/C4;II;s;;;[('player', 'NN')];['player']
1815;to trick sb out (of sth);jdn (um etw) betrügen;passiv;4/C5;II;ph;;;[('to', 'TO'), ('trick', 'VB'), ('sb', 'NN'), ('out', 'IN'), ('(', '('), ('of', 'IN'), ('sth', 'NN'), (')', ')')];['to', 'trick', 'sb', 'out', '(', 'of', 'sth', ')']
1816;to tell a sob story (informal);mit einer Mitleid heischenden Ausrede daherkommen;passiv;4/C5;II;ph;;;[('to', 'TO'), ('tell', 'VB'), ('a', 'DT'), ('sob', 'JJ'), ('story', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['to', 'tell', 'a', 'sob', 'story', '(', 'informal', ')']
1817;prompter;Souffleur/Souffleuse (jd, der den Text flüsternd vorspricht);passiv;4/C5;II;s;;;[('prompter', 'NN')];['prompter']
1818;drama group;Theatergruppe, Schauspielgruppe;passiv;4/C5;II;s;;;[('drama', 'NN'), ('group', 'NN')];['drama', 'group']
1819;at least;mindestens, wenigstens, hier: zumindest;aktiv;4/C5;II;ph;It’s cold. *At least* it isn’t raining.;;[('at', 'IN'), ('least', 'JJS')];['at', 'least']
1820;to ruin;zerstören, verderben, kaputtmachen;passiv;4/C5;II;v;;;[('to', 'TO'), ('ruin', 'VB')];['to', 'ruin']
1821;gloomy;trostlos, düster, hier: betrübt;passiv;4/C5;II;a;;;[('gloomy', 'NN')];['gloomy']
1822;first night;Premiere;passiv;4/C5;II;s;;;[('first', 'RB'), ('night', 'NN')];['first', 'night']
1823;nightmare;Albtraum;aktiv;4/C5;II;s;The first night was a *nightmare*. Everything went wrong.;;[('nightmare', 'NN')];['nightmare']
1824;that;so;passiv;4/C5;II;av;;;[('that', 'IN')];['that']
1825;everyone else;jede/r andere;passiv;4/C5;II;p;;;[('everyone', 'NN'), ('else', 'RB')];['everyone', 'else']
1826;someone else;jemand anders;passiv;4/C5;II;p;;;[('someone', 'NN'), ('else', 'RB')];['someone', 'else']
1827;tense;angespannt;passiv;4/C5;II;a;;;[('tense', 'NN')];['tense']
1828;to be around;in der Nähe sein;passiv;4/C5;II;ph;;;[('to', 'TO'), ('be', 'VB'), ('around', 'IN')];['to', 'be', 'around']
1829;to be fed up with sb/sth (informal);jdn/etw satthaben;passiv;4/C5;II;ph;;;[('to', 'TO'), ('be', 'VB'), ('fed', 'VBN'), ('up', 'RP'), ('with', 'IN'), ('sb/sth', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['to', 'be', 'fed', 'up', 'with', 'sb/sth', '(', 'informal', ')']
1830;to pretend;vorgeben, vortäuschen;aktiv;4/C5;II;v;Lara isn’t asleep. She*'s* only *pretending* to be asleep.;1389812;[('to', 'TO'), ('pretend', 'VB')];['to', 'pretend']
1831;sweetly;süß(lich);passiv;4/C5;II;av;;;[('sweetly', 'RB')];['sweetly']
1832;microphone;Mikrofon;aktiv;4/C5;II;s;;;[('microphone', 'NN')];['microphone']
1833;to lose;verlieren;passiv;4/C5;II;irr;;;[('to', 'TO'), ('lose', 'VB')];['to', 'lose']
1834;voice;Stimme;aktiv;4/C5;II;s;Lynn can’t speak. She has lost her *voice*.;;[('voice', 'NN')];['voice']
1835;to postpone;verschieben;passiv;4/C5;II;v;;;[('to', 'TO'), ('postpone', 'VB')];['to', 'postpone']
1836;choice;Wahl;passiv;4/C6;II;s;;;[('choice', 'NN')];['choice']
1837;to keep cool;ruhig bleiben, cool bleiben;passiv;4/C6;II;ph;;;[('to', 'TO'), ('keep', 'VB'), ('cool', 'NN')];['to', 'keep', 'cool']
1838;loser;Verlierer/in;aktiv;4/C6;II;s;*loser* ↔ winner;;[('loser', 'NN')];['loser']
1839;to take over;übernehmen;passiv;4/C7;II;irr;;;[('to', 'TO'), ('take', 'VB'), ('over', 'RP')];['to', 'take', 'over']
1840;boo!;buh!;passiv;4/C9;II;i;;;[('boo', 'NN'), ('!', '.')];['boo', '!']
1841;the one;der-/die-/dasjenige;aktiv;4/C9;II;ph;Read the stories. Then choose *the one* you like best.;;[('the', 'DT'), ('one', 'NN')];['the', 'one']
1842;Going green;sich immer umweltbewusster verhalten;passiv;5/A;II;ph;;;[('Going', 'VBG'), ('green', 'JJ')];['Going', 'green']
1843;mill;Mühle;passiv;5/A;II;s;;;[('mill', 'NN')];['mill']
1844;to divide into;(auf)teilen in;passiv;5/A2;II;ph;;;[('to', 'TO'), ('divide', 'VB'), ('into', 'IN')];['to', 'divide', 'into']
1845;report;(Zeitungs-)Bericht, (Zeitungs-)Meldung;aktiv;5/A2;II;s;Did you read the *report* about Sports Day?;;[('report', 'NN')];['report']
1846;fashion;Mode;passiv;5/A2;II;s;;;[('fashion', 'NN')];['fashion']
1847;to save;retten, schützen, (be)wahren;aktiv;5/A2;II;v;We should *save* the environment for our children and grandchildren.;;[('to', 'TO'), ('save', 'VB')];['to', 'save']
1848;environment (no pl);Umwelt;aktiv;5/A2;II;s;We should save the *environment* for our children and grandchildren.;;[('environment', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['environment', '(', 'no', 'pl', ')']
1849;planet;Planet;aktiv;5/A2;II;s;our *planet*;ID 1395875;[('planet', 'NN')];['planet']
1850;plastic;Plastik(-), Kunststoff(-);aktiv;5/A2;II;s/a;;;[('plastic', 'NN')];['plastic']
1851;handprint;Handabdruck;passiv;5/A2;II;s;;;[('handprint', 'NN')];['handprint']
1852;to make a pledge;geloben;passiv;5/A2;II;ph;;;[('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('pledge', 'NN')];['to', 'make', 'a', 'pledge']
1853;solar;Solar-, Sonnen-;passiv;5/A2;II;a;;;[('solar', 'NN')];['solar']
1854;energy (no pl);Energie, Kraft;aktiv;5/A2;II;s;It’s good for the environment to use solar *energy*.;;[('energy', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['energy', '(', 'no', 'pl', ')']
1855;to donate;spenden;passiv;5/A2;II;v;;;[('to', 'TO'), ('donate', 'VB')];['to', 'donate']
1856;solar panel;Sonnenkollektor;passiv;5/A2;II;s;;;[('solar', 'JJ'), ('panel', 'NN')];['solar', 'panel']
1857;to take a step;einen Schritt machen;passiv;5/A2;II;ph;;;[('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('step', 'NN')];['to', 'take', 'a', 'step']
1858;magic (no pl);Magie, Zauber;passiv;5/A2;II;s;;;[('magic', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['magic', '(', 'no', 'pl', ')']
1859;motorway (BE);Autobahn;passiv;5/A2;II;s;;;[('motorway', 'NN'), ('(', '('), ('BE', 'NNP'), (')', ')')];['motorway', '(', 'BE', ')']
1860;another;noch eine(r, s), hier: ein(e) andere(r);aktiv;5/A2;II;a;Have you got *another* pencil?;;[('another', 'DT')];['another']
1861;field study;Feldstudie (systematische wiss. Beobachtung außerhalb des Labors);passiv;5/A2;II;s;;;[('field', 'NN'), ('study', 'NN')];['field', 'study']
1862;forest;Wald;aktiv;5/A2;II;s;;ID 4780146;[('forest', 'NN')];['forest']
1863;walk;Spaziergang;passiv;5/A2;II;s;;;[('walk', 'NN')];['walk']
1864;biology (no pl);Biologie;aktiv;5/A2;II;s;;;[('biology', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['biology', '(', 'no', 'pl', ')']
1865;exercise;Übung, Aufgabe;passiv;5/A2;II;s;;;[('exercise', 'NN')];['exercise']
1866;to turn out;sich herausstellen;passiv;5/A2;II;ph;;;[('to', 'TO'), ('turn', 'VB'), ('out', 'RP')];['to', 'turn', 'out']
1867;stay;Aufenthalt;passiv;5/A2;II;s;;;[('stay', 'NN')];['stay']
1868;combination;Kombination, Verbindung;passiv;5/A2;II;s;;;[('combination', 'NN')];['combination']
1869;fieldwork;Feldarbeit, Feldforschung;passiv;5/A2;II;s;;;[('fieldwork', 'NN')];['fieldwork']
1870;to study;studieren, sich befassen mit, erforschen;aktiv;5/A2;II;v;Let’s *study* the wildlife here to find out more about animals and plants.;;[('to', 'TO'), ('study', 'VB')];['to', 'study']
1871;wildlife (no pl);die (natürliche) Tier- und Pflanzenwelt;passiv;5/A2;II;s;;;[('wildlife', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['wildlife', '(', 'no', 'pl', ')']
1872;plant;Pflanze;aktiv;5/A2;II;s;A flower is a *plant*.;;[('plant', 'NN')];['plant']
1873;entertainment;Unterhaltung;aktiv;5/A2;II;s;There’s a lot of *entertainment*: football, games and other activities.;;[('entertainment', 'NN')];['entertainment']
1874;nearby;in der Nähe gelegen, nahe gelegen;passiv;5/A2;II;av;;;[('nearby', 'RB')];['nearby']
1875;magic;magisch, zauberhaft, wundervoll;aktiv;5/A2;II;a;;ID 1394769;[('magic', 'NN')];['magic']
1876;traffic (no pl);Verkehr;aktiv;5/A2;II;s;There’s a lot of *traffic* in the morning.;ID 4771165;[('traffic', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['traffic', '(', 'no', 'pl', ')']
1877;Take notes.;Mach dir Notizen.;passiv;5/A3;II;ph;;;[('Take', 'VB'), ('notes', 'NNS'), ('.', '.')];['Take', 'note', '.']
1878;to take notes;(sich) Notizen machen;aktiv;5/A3;II;ph;Listen and *take notes*.;;[('to', 'TO'), ('take', 'VB'), ('notes', 'NNS')];['to', 'take', 'note']
1879;headline;Schlagzeile;aktiv;5/A4;II;s;*headline* = title;;[('headline', 'NN')];['headline']
1880;entertaining;unterhaltsam;aktiv;5/A4;II;a;*entertaining* ↔ boring;;[('entertaining', 'VBG')];['entertaining']
1881;to refer (back) to;(zurück)verweisen auf, sich beziehen auf;passiv;5/A4;II;ph;;;[('to', 'TO'), ('refer', 'VB'), ('(', '('), ('back', 'RB'), (')', ')'), ('to', 'TO')];['to', 'refer', '(', 'back', ')', 'to']
1882;to protect;(be)schützen;aktiv;5/B1;II;v;How can we *protect* the environment?;;[('to', 'TO'), ('protect', 'VB')];['to', 'protect']
1883;to recycle;wiederverwenden;aktiv;5/B1;II;v;It’s a good idea to *recycle* paper.;;[('to', 'TO'), ('recycle', 'VB')];['to', 'recycle']
1884;to turn off;abschalten, ausmachen;aktiv;5/B1;II;ph;Please *turn off* the TV.;;[('to', 'TO'), ('turn', 'VB'), ('off', 'RP')];['to', 'turn', 'off']
1885;by bike;mit dem (Fahr)rad;aktiv;5/B1;II;ph;Let’s go *by bike*.;;[('by', 'IN'), ('bike', 'NN')];['by', 'bike']
1886;that day;an diesem Tag;passiv;5/B2;II;ph;;;[('that', 'DT'), ('day', 'NN')];['that', 'day']
1887;bike doctor;jemand, der Fahrräder repariert;passiv;5/B2;II;s;;;[('bike', 'NN'), ('doctor', 'NN')];['bike', 'doctor']
1888;to leave on standby;im Stand-by-Betrieb lassen;passiv;5/B3;II;ph;;;[('to', 'TO'), ('leave', 'VB'), ('on', 'IN'), ('standby', 'NN')];['to', 'leave', 'on', 'standby']
1889;to throw (away);(weg)werfen;aktiv;5/B3;II;irr;;;[('to', 'TO'), ('throw', 'VB'), ('(', '('), ('away', 'RB'), (')', ')')];['to', 'throw', '(', 'away', ')']
1890;to stand;stehen, hier: ertragen, aushalten;aktiv;5/B4;II;irr;;ID 1395857;[('to', 'TO'), ('stand', 'VB')];['to', 'stand']
1891;be allowed to do sth;etw tun dürfen;aktiv;5/B4;II;ph;I’m sorry. I *wasn’t allowed to go* to your party.;;[('be', 'VB'), ('allowed', 'VBN'), ('to', 'TO'), ('do', 'VB'), ('sth', 'VB')];['be', 'allowed', 'to', 'do', 'sth']
1892;to take a break;eine Pause machen;passiv;5/B4;II;ph;;;[('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('break', 'NN')];['to', 'take', 'a', 'break']
1893;to finish;(be)enden, aufhören, hier: abschließen;aktiv;5/B4;II;v;He *hasn’t finished* his maths homework.;;[('to', 'TO'), ('finish', 'VB')];['to', 'finish']
1894;to do the washing-up (BE);abspülen, abwaschen;passiv;5/B4;II;ph;;;[('to', 'TO'), ('do', 'VB'), ('the', 'DT'), ('washing-up', 'NN'), ('(', '('), ('BE', 'NNP'), (')', ')')];['to', 'do', 'the', 'washing-up', '(', 'BE', ')']
1895;lazy;faul, träge;aktiv;5/B4;II;a;Don’t be *lazy*! Help me with the cooking.;;[('lazy', 'NN')];['lazy']
1896;TV station;Fernsehsender;passiv;5/B4;II;s;;;[('TV', 'NN'), ('station', 'NN')];['TV', 'station']
1897;to interview;interviewen, befragen;aktiv;5/B4;II;v;The reporter *is interviewing* a famous actor for the evening news.;ID 4780147;[('to', 'TO'), ('interview', 'NN')];['to', 'interview']
1898;news (pl);Neuigkeit, Nachricht, hier: Nachrichtensendung;aktiv;5/B4;II;s;The reporter is interviewing a famous actor for the evening *news*.;ID 4780147;[('news', 'NN'), ('(', '('), ('pl', 'NN'), (')', ')')];['news', '(', 'pl', ')']
1899;reporter;Reporter/in;aktiv;5/B4;II;s;The *reporter* is interviewing a famous actor for the evening news.;ID 4780147;[('reporter', 'NN')];['reporter']
1900;to have a vote;abstimmen;passiv;5/B4;II;ph;;;[('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('vote', 'NN')];['to', 'have', 'a', 'vote']
1901;Congratulations!;Gratuliere!, Glückwunsch!;aktiv;5/B4;II;ph;Well done! *Congratulations!*;;[('Congratulations', 'NNS'), ('!', '.')];['Congratulations', '!']
1902;may;können, dürfen;aktiv;5/B5;II;v;*May* I open the window?;;[('may', 'MD')];['may']
1903;advice (no pl);Rat, hier: Tipp;aktiv;5/B6;II;s;;ID 1389818;[('advice', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['advice', '(', 'no', 'pl', ')']
1904;chewing gum (no pl);Kaugummi;passiv;5/B6;II;s;;;[('chewing', 'VBG'), ('gum', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['chewing', 'gum', '(', 'no', 'pl', ')']
1905;striped;gestreift;passiv;5/B6;II;a;;;[('striped', 'VBD')];['striped']
1906;shirt;Hemd;aktiv;5/B6;II;s;He’s wearing a *shirt*.;ID 3671290;[('shirt', 'NN')];['shirt']
1907;to vote for sb/sth;für jdn/etw stimmen;passiv;5/B7;II;ph;;;[('to', 'TO'), ('vote', 'VB'), ('for', 'IN'), ('sb/sth', 'NN')];['to', 'vote', 'for', 'sb/sth']
1908;super (informal);besonders;passiv;5/B7;II;av;;;[('super', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['super', '(', 'informal', ')']
1909;to be on;auf dem Programm stehen, laufen;passiv;5/B7;II;ph;;;[('to', 'TO'), ('be', 'VB'), ('on', 'IN')];['to', 'be', 'on']
1910;to make a fool of sb/oneself;jdn/sich lächerlich machen;passiv;5/B8;II;ph;;;[('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('fool', 'NN'), ('of', 'IN'), ('sb/oneself', 'NN')];['to', 'make', 'a', 'fool', 'of', 'sb/oneself']
1911;to cut out;(her)ausschneiden;passiv;5/B8;II;irr;;;[('to', 'TO'), ('cut', 'VB'), ('out', 'RP')];['to', 'cut', 'out']
1912;bit;Stück, Teil;aktiv;5/B8;II;s;I think this film is great. I liked the *bit* about snakes best.;;[('bit', 'NN')];['bit']
1913;to go on;weitergehen, hier: passieren;aktiv;5/B8;II;irr;What*’s going on* at the moment?;;[('to', 'TO'), ('go', 'VB'), ('on', 'IN')];['to', 'go', 'on']
1914;to cover;bedecken, hier: sich befassen mit, behandeln;passiv;5/B8;II;v;;;[('to', 'TO'), ('cover', 'VB')];['to', 'cover']
1915;topic;Thema;aktiv;5/B8;II;s;What *topic* are we going to talk about for our presentation?;;[('topic', 'NN')];['topic']
1916;transport (no pl);Transport, Beförderung;aktiv;5/B8;II;s;;;[('transport', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['transport', '(', 'no', 'pl', ')']
1917;waste (no pl);Verschwendung, Vergeudung, hier: Abfall;aktiv;5/B8;II;s;We are producing too much *waste*.;;[('waste', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['waste', '(', 'no', 'pl', ')']
1918;to produce;herstellen, produzieren;aktiv;5/B8;II;v;We *are producing* too much waste.;;[('to', 'TO'), ('produce', 'VB')];['to', 'produce']
1919;glass (no pl);Glas;aktiv;5/B8;II;s;;;[('glass', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['glass', '(', 'no', 'pl', ')']
1920;product;Produkt, Erzeugnis;aktiv;5/B8;II;s;We should buy *products* with less packaging.;;[('product', 'NN')];['product']
1921;less;weniger;aktiv;5/B8;II;a;We should buy products with *less* packaging.;;[('less', 'RBR')];['le']
1922;packaging (no pl);Verpackungsmaterial;passiv;5/B8;II;s;;;[('packaging', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['packaging', '(', 'no', 'pl', ')']
1923;to compost;kompostieren;passiv;5/B8;II;v;;;[('to', 'TO'), ('compost', 'VB')];['to', 'compost']
1924;organic waste;Biomüll;passiv;5/B8;II;s;;;[('organic', 'JJ'), ('waste', 'NN')];['organic', 'waste']
1925;to mention;erwähnen;aktiv;5/B8;II;v;I talked to Alex yesterday. He didn’t *mention* his trip to London.;;[('to', 'TO'), ('mention', 'VB')];['to', 'mention']
1926;lunch break;Mittagspause;passiv;5/B8;II;s;;;[('lunch', 'NN'), ('break', 'NN')];['lunch', 'break']
1927;as a whole;als Ganzes (betrachtet);passiv;5/B8;II;ph;;;[('as', 'IN'), ('a', 'DT'), ('whole', 'NN')];['a', 'a', 'whole']
1928;behaviour (no pl);Benehmen, Verhalten, Betragen;aktiv;5/B8;II;s;Leaving rubbish in the forest is bad *behaviour*.;;[('behaviour', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['behaviour', '(', 'no', 'pl', ')']
1929;by bus;mit dem Bus;aktiv;5/B8;II;ph;How did you get to the cinema? – We went *by bus*.;;[('by', 'IN'), ('bus', 'NN')];['by', 'bus']
1930;to keep warm;warm halten, nicht frieren;passiv;5/B9;II;ph;;;[('to', 'TO'), ('keep', 'VB'), ('warm', 'NN')];['to', 'keep', 'warm']
1931;central heating (no pl);Zentralheizung;passiv;5/B9;II;s;;;[('central', 'JJ'), ('heating', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['central', 'heating', '(', 'no', 'pl', ')']
1932;to plant;pflanzen;passiv;5/B9;II;v;;;[('to', 'TO'), ('plant', 'NN')];['to', 'plant']
1933;to be off;(weg)gehen;passiv;5/C2;II;irr;;;[('to', 'TO'), ('be', 'VB'), ('off', 'RP')];['to', 'be', 'off']
1934;they'll (= they will);sie werden;passiv;5/C2;II;ph;;;"[('they', 'PRP'), (""'ll"", 'MD'), ('(', '('), ('=', 'VB'), ('they', 'PRP'), ('will', 'MD'), (')', ')')]";"['they', ""'ll"", '(', '=', 'they', 'will', ')']"
1935;to make sure (that);darauf achten, (dass);aktiv;5/C2;II;ph;Please *make sure that* you bring enough food for the trip.;;[('to', 'TO'), ('make', 'VB'), ('sure', 'JJ'), ('(', '('), ('that', 'IN'), (')', ')')];['to', 'make', 'sure', '(', 'that', ')']
1936;sleeping bag;Schlafsack;passiv;5/C2;II;s;;;[('sleeping', 'VBG'), ('bag', 'NN')];['sleeping', 'bag']
1937;cup;Tasse, Becher;aktiv;5/C2;II;s;;ID 4780149;[('cup', 'NN')];['cup']
1938;plate;Teller;aktiv;5/C2;II;s;;ID 4780149;[('plate', 'NN')];['plate']
1939;knife (pl knives);Messer;aktiv;5/C2;II;s;;ID 4780149;[('knife', 'NN'), ('(', '('), ('pl', 'JJ'), ('knives', 'NNS'), (')', ')')];['knife', '(', 'pl', 'knife', ')']
1940;fork;Gabel;aktiv;5/C2;II;s;;ID 4780149;[('fork', 'NN')];['fork']
1941;spoon;Löffel;aktiv;5/C2;II;s;;ID 4780149;[('spoon', 'NN')];['spoon']
1942;toothbrush;Zahnbürste;aktiv;5/C2;II;s;;ID 4780156;[('toothbrush', 'NN')];['toothbrush']
