Id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma;SentId
1881;to refer (back) to;(zurück)verweisen auf, sich beziehen auf;passiv;5/A4;II;ph;;;[('to', 'TO'), ('refer', 'VB'), ('(', '('), ('back', 'RB'), (')', ')'), ('to', 'TO')];['to', 'refer', '(', 'back', ')', 'to'];None
1882;to protect;(be)schützen;aktiv;5/B1;II;v;How can we *protect* the environment?;;[('to', 'TO'), ('protect', 'VB')];['to', 'protect'];None
1883;to recycle;wiederverwenden;aktiv;5/B1;II;v;It’s a good idea to *recycle* paper.;;[('to', 'TO'), ('recycle', 'VB')];['to', 'recycle'];None
1884;to turn off;abschalten, ausmachen;aktiv;5/B1;II;ph;Please *turn off* the TV.;;[('to', 'TO'), ('turn', 'VB'), ('off', 'RP')];['to', 'turn', 'off'];None
1885;by bike;mit dem (Fahr)rad;aktiv;5/B1;II;ph;Let’s go *by bike*.;;[('by', 'IN'), ('bike', 'NN')];['by', 'bike'];['1465']
1886;that day;an diesem Tag;passiv;5/B2;II;ph;;;[('that', 'DT'), ('day', 'NN')];['that', 'day'];None
1887;bike doctor;jemand, der Fahrräder repariert;passiv;5/B2;II;s;;;[('bike', 'NN'), ('doctor', 'NN')];['bike', 'doctor'];None
1888;to leave on standby;im Stand-by-Betrieb lassen;passiv;5/B3;II;ph;;;[('to', 'TO'), ('leave', 'VB'), ('on', 'IN'), ('standby', 'NN')];['to', 'leave', 'on', 'standby'];None
1889;to throw (away);(weg)werfen;aktiv;5/B3;II;irr;;;[('to', 'TO'), ('throw', 'VB'), ('(', '('), ('away', 'RB'), (')', ')')];['to', 'throw', '(', 'away', ')'];None
1890;to stand;stehen, hier: ertragen, aushalten;aktiv;5/B4;II;irr;;ID 1395857;[('to', 'TO'), ('stand', 'VB')];['to', 'stand'];['1429']
1891;be allowed to do sth;etw tun dürfen;aktiv;5/B4;II;ph;I’m sorry. I *wasn’t allowed to go* to your party.;;[('be', 'VB'), ('allowed', 'VBN'), ('to', 'TO'), ('do', 'VB'), ('sth', 'VB')];['be', 'allowed', 'to', 'do', 'sth'];None
1892;to take a break;eine Pause machen;passiv;5/B4;II;ph;;;[('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('break', 'NN')];['to', 'take', 'a', 'break'];None
1893;to finish;(be)enden, aufhören, hier: abschließen;aktiv;5/B4;II;v;He *hasn’t finished* his maths homework.;;[('to', 'TO'), ('finish', 'VB')];['to', 'finish'];None
1894;to do the washing-up (BE);abspülen, abwaschen;passiv;5/B4;II;ph;;;[('to', 'TO'), ('do', 'VB'), ('the', 'DT'), ('washing-up', 'NN'), ('(', '('), ('BE', 'NNP'), (')', ')')];['to', 'do', 'the', 'washing-up', '(', 'BE', ')'];None
1895;lazy;faul, träge;aktiv;5/B4;II;a;Don’t be *lazy*! Help me with the cooking.;;[('lazy', 'NN')];['lazy'];['1434']
1896;TV station;Fernsehsender;passiv;5/B4;II;s;;;[('TV', 'NN'), ('station', 'NN')];['TV', 'station'];['1438']
1897;to interview;interviewen, befragen;aktiv;5/B4;II;v;The reporter *is interviewing* a famous actor for the evening news.;ID 4780147;[('to', 'TO'), ('interview', 'NN')];['to', 'interview'];['1445', '1473']
1898;news (pl);Neuigkeit, Nachricht, hier: Nachrichtensendung;aktiv;5/B4;II;s;The reporter is interviewing a famous actor for the evening *news*.;ID 4780147;[('news', 'NN'), ('(', '('), ('pl', 'NN'), (')', ')')];['news', '(', 'pl', ')'];['1439']
1899;reporter;Reporter/in;aktiv;5/B4;II;s;The *reporter* is interviewing a famous actor for the evening news.;ID 4780147;[('reporter', 'NN')];['reporter'];['1459', '1461', '1467', '1472', '1473']
1900;to have a vote;abstimmen;passiv;5/B4;II;ph;;;[('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('vote', 'NN')];['to', 'have', 'a', 'vote'];['1433']
1901;Congratulations!;Gratuliere!, Glückwunsch!;aktiv;5/B4;II;ph;Well done! *Congratulations!*;;[('Congratulations', 'NNS'), ('!', '.')];['Congratulations', '!'];None
1902;may;können, dürfen;aktiv;5/B5;II;v;*May* I open the window?;;[('may', 'MD')];['may'];None
1903;advice (no pl);Rat, hier: Tipp;aktiv;5/B6;II;s;;ID 1389818;[('advice', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['advice', '(', 'no', 'pl', ')'];None
1904;chewing gum (no pl);Kaugummi;passiv;5/B6;II;s;;;[('chewing', 'VBG'), ('gum', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['chewing', 'gum', '(', 'no', 'pl', ')'];None
1905;striped;gestreift;passiv;5/B6;II;a;;;[('striped', 'VBD')];['striped'];None
1906;shirt;Hemd;aktiv;5/B6;II;s;He’s wearing a *shirt*.;ID 3671290;[('shirt', 'NN')];['shirt'];None
1907;to vote for sb/sth;für jdn/etw stimmen;passiv;5/B7;II;ph;;;[('to', 'TO'), ('vote', 'VB'), ('for', 'IN'), ('sb/sth', 'NN')];['to', 'vote', 'for', 'sb/sth'];None
1908;super (informal);besonders;passiv;5/B7;II;av;;;[('super', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['super', '(', 'informal', ')'];None
1909;to be on;auf dem Programm stehen, laufen;passiv;5/B7;II;ph;;;[('to', 'TO'), ('be', 'VB'), ('on', 'IN')];['to', 'be', 'on'];['1447']
1910;to make a fool of sb/oneself;jdn/sich lächerlich machen;passiv;5/B8;II;ph;;;[('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('fool', 'NN'), ('of', 'IN'), ('sb/oneself', 'NN')];['to', 'make', 'a', 'fool', 'of', 'sb/oneself'];None
1911;to cut out;(her)ausschneiden;passiv;5/B8;II;irr;;;[('to', 'TO'), ('cut', 'VB'), ('out', 'RP')];['to', 'cut', 'out'];['1453']
1912;bit;Stück, Teil;aktiv;5/B8;II;s;I think this film is great. I liked the *bit* about snakes best.;;[('bit', 'NN')];['bit'];['1453']
1913;to go on;weitergehen, hier: passieren;aktiv;5/B8;II;irr;What*’s going on* at the moment?;;[('to', 'TO'), ('go', 'VB'), ('on', 'IN')];['to', 'go', 'on'];['1437']
1914;to cover;bedecken, hier: sich befassen mit, behandeln;passiv;5/B8;II;v;;;[('to', 'TO'), ('cover', 'VB')];['to', 'cover'];None
1915;topic;Thema;aktiv;5/B8;II;s;What *topic* are we going to talk about for our presentation?;;[('topic', 'NN')];['topic'];None
1916;transport (no pl);Transport, Beförderung;aktiv;5/B8;II;s;;;[('transport', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['transport', '(', 'no', 'pl', ')'];None
1917;waste (no pl);Verschwendung, Vergeudung, hier: Abfall;aktiv;5/B8;II;s;We are producing too much *waste*.;;[('waste', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['waste', '(', 'no', 'pl', ')'];None
1918;to produce;herstellen, produzieren;aktiv;5/B8;II;v;We *are producing* too much waste.;;[('to', 'TO'), ('produce', 'VB')];['to', 'produce'];['1455']
1919;glass (no pl);Glas;aktiv;5/B8;II;s;;;[('glass', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['glass', '(', 'no', 'pl', ')'];None
1920;product;Produkt, Erzeugnis;aktiv;5/B8;II;s;We should buy *products* with less packaging.;;[('product', 'NN')];['product'];None
1921;less;weniger;aktiv;5/B8;II;a;We should buy products with *less* packaging.;;[('less', 'RBR')];['le'];None
1922;packaging (no pl);Verpackungsmaterial;passiv;5/B8;II;s;;;[('packaging', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['packaging', '(', 'no', 'pl', ')'];None
1923;to compost;kompostieren;passiv;5/B8;II;v;;;[('to', 'TO'), ('compost', 'VB')];['to', 'compost'];None
1924;organic waste;Biomüll;passiv;5/B8;II;s;;;[('organic', 'JJ'), ('waste', 'NN')];['organic', 'waste'];None
1925;to mention;erwähnen;aktiv;5/B8;II;v;I talked to Alex yesterday. He didn’t *mention* his trip to London.;;[('to', 'TO'), ('mention', 'VB')];['to', 'mention'];None
1926;lunch break;Mittagspause;passiv;5/B8;II;s;;;[('lunch', 'NN'), ('break', 'NN')];['lunch', 'break'];None
1927;as a whole;als Ganzes (betrachtet);passiv;5/B8;II;ph;;;[('as', 'IN'), ('a', 'DT'), ('whole', 'NN')];['a', 'a', 'whole'];['1461']
1928;behaviour (no pl);Benehmen, Verhalten, Betragen;aktiv;5/B8;II;s;Leaving rubbish in the forest is bad *behaviour*.;;[('behaviour', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['behaviour', '(', 'no', 'pl', ')'];None
1929;by bus;mit dem Bus;aktiv;5/B8;II;ph;How did you get to the cinema? – We went *by bus*.;;[('by', 'IN'), ('bus', 'NN')];['by', 'bus'];['1466']
1930;to keep warm;warm halten, nicht frieren;passiv;5/B9;II;ph;;;[('to', 'TO'), ('keep', 'VB'), ('warm', 'NN')];['to', 'keep', 'warm'];None
1931;central heating (no pl);Zentralheizung;passiv;5/B9;II;s;;;[('central', 'JJ'), ('heating', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['central', 'heating', '(', 'no', 'pl', ')'];None
1932;to plant;pflanzen;passiv;5/B9;II;v;;;[('to', 'TO'), ('plant', 'NN')];['to', 'plant'];None
1933;to be off;(weg)gehen;passiv;5/C2;II;irr;;;[('to', 'TO'), ('be', 'VB'), ('off', 'RP')];['to', 'be', 'off'];None
1934;they'll (= they will);sie werden;passiv;5/C2;II;ph;;;"[('they', 'PRP'), (""'ll"", 'MD'), ('(', '('), ('=', 'VB'), ('they', 'PRP'), ('will', 'MD'), (')', ')')]";"['they', ""'ll"", '(', '=', 'they', 'will', ')']";None
1935;to make sure (that);darauf achten, (dass);aktiv;5/C2;II;ph;Please *make sure that* you bring enough food for the trip.;;[('to', 'TO'), ('make', 'VB'), ('sure', 'JJ'), ('(', '('), ('that', 'IN'), (')', ')')];['to', 'make', 'sure', '(', 'that', ')'];['1475']
1936;sleeping bag;Schlafsack;passiv;5/C2;II;s;;;[('sleeping', 'VBG'), ('bag', 'NN')];['sleeping', 'bag'];['1475', '1549']
1937;cup;Tasse, Becher;aktiv;5/C2;II;s;;ID 4780149;[('cup', 'NN')];['cup'];['1475']
1938;plate;Teller;aktiv;5/C2;II;s;;ID 4780149;[('plate', 'NN')];['plate'];['1475']
1939;knife (pl knives);Messer;aktiv;5/C2;II;s;;ID 4780149;[('knife', 'NN'), ('(', '('), ('pl', 'JJ'), ('knives', 'NNS'), (')', ')')];['knife', '(', 'pl', 'knife', ')'];['1475', '1549', '1550', '1551', '1553', '1554']
1940;fork;Gabel;aktiv;5/C2;II;s;;ID 4780149;[('fork', 'NN')];['fork'];['1475']
1941;spoon;Löffel;aktiv;5/C2;II;s;;ID 4780149;[('spoon', 'NN')];['spoon'];['1475']
1942;toothbrush;Zahnbürste;aktiv;5/C2;II;s;;ID 4780156;[('toothbrush', 'NN')];['toothbrush'];None
1943;soap;Seife;aktiv;5/C2;II;s;piece of *soap*;ID 4780154;[('soap', 'NN')];['soap'];None
1944;meal;Mahlzeit, Essen;aktiv;5/C2;II;s;There will be three *meals*: breakfast, lunch and dinner.;;[('meal', 'NN')];['meal'];['1478']
1945;certain;sicher, gewiss, bestimmt;aktiv;5/C2;II;a;How old is she? – I think she’s 14 but I’m not *certain*.;;[('certain', 'JJ')];['certain'];['1479']
1946;medicine (no pl);Medizin, Medikamente;aktiv;5/C2;II;s;;;[('medicine', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['medicine', '(', 'no', 'pl', ')'];['1479']
1947;alcohol (no pl);Alkohol;passiv;5/C2;II;s;;;[('alcohol', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['alcohol', '(', 'no', 'pl', ')'];None
1948;pocket knife;Taschenmesser;aktiv;5/C2;II;s;;ID 4780150;[('pocket', 'NN'), ('knife', 'NN')];['pocket', 'knife'];['1549']
1949;to break;(zer)brechen, hier: verstoßen gegen;aktiv;5/C2;II;irr;Try not to *break* the rules.;;[('to', 'TO'), ('break', 'VB')];['to', 'break'];['1480']
1950;to pick up;aufheben, hier: abholen;aktiv;5/C2;II;v;Peter has missed the bus. His father is coming to *pick* him *up*.;;[('to', 'TO'), ('pick', 'VB'), ('up', 'RP')];['to', 'pick', 'up'];['1480']
1951;immediately;sofort, gleich, direkt;aktiv;5/C2;II;av;*immediately* ↔ later;;[('immediately', 'RB')];['immediately'];['1480']
1952;village;Dorf;aktiv;5/C2;II;s;*village* ↔ city;;[('village', 'NN')];['village'];['1481']
1953;to collect;einsammeln;aktiv;5/C2;II;v;;;[('to', 'TO'), ('collect', 'VB')];['to', 'collect'];None
1954;pocket money;Taschengeld;aktiv;5/C2;II;s;My parents give me £5 *pocket money* every week.;;[('pocket', 'NN'), ('money', 'NN')];['pocket', 'money'];None
1955;Yours sincerely;Mit freundlichen Grüßen;passiv;5/C2;II;ph;;;[('Yours', 'NNS'), ('sincerely', 'RB')];['Yours', 'sincerely'];None
1956;sensible;vernünftig, angemessen;aktiv;5/C3;II;a;*sensible* ↔ silly (*!* Englisch „sensible“ = Deutsch „vernünftig“);;[('sensible', 'JJ')];['sensible'];['1485']
1957;strict;streng, strikt, genau;aktiv;5/C3;II;a;Our school rules are very *strict*.;;[('strict', 'NN')];['strict'];['1485']
1958;to convince;überzeugen;aktiv;5/C4;II;v;He had a very good argument so he was able to *convince* me.;;[('to', 'TO'), ('convince', 'VB')];['to', 'convince'];None
1959;yours;deine(r, s), eure(r, s), Ihre(r, s);aktiv;5/C5;II;p;;;[('yours', 'NNS')];['yours'];['1486']
1960;mine;meine(r, s), meins;aktiv;5/C5;II;p;;;[('mine', 'NN')];['mine'];['1487', '1490']
1961;his;seine(r, s), seins;aktiv;5/C5;II;p;;;[('his', 'PRP$')];['his'];['1489', '1493', '1495', '1504', '1544']
1962;to give away;verschenken, hergeben;passiv;5/C5;II;irr;;;[('to', 'TO'), ('give', 'VB'), ('away', 'RP')];['to', 'give', 'away'];None
1963;to pinch;kneifen, hier: klauen;passiv;5/C5;II;v;;;[('to', 'TO'), ('pinch', 'VB')];['to', 'pinch'];None
1964;hers;ihre(r, s), ihrs;aktiv;5/C5;II;p;;;[('hers', 'NNS')];['hers'];['1496']
1965;to go mad;verrückt werden, ausflippen;passiv;5/C5;II;ph;;;[('to', 'TO'), ('go', 'VB'), ('mad', 'JJ')];['to', 'go', 'mad'];['1497']
1966;bag;Tasche, hier: Tüte;aktiv;5/C5;II;s;She’s carrying five *bags*.;ID 4771168;[('bag', 'NN')];['bag'];['1475', '1492', '1549']
1967;anyway;sowieso, jedenfalls, hier: überhaupt;passiv;5/C5;II;av;;;[('anyway', 'RB')];['anyway'];None
1968;theirs;ihre(r, s), ihrs;aktiv;5/C5;II;p;;;[('theirs', 'NNS')];['theirs'];['1492']
1969;front (no pl);vorderer Bereich;passiv;5/C5;II;s;;;[('front', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['front', '(', 'no', 'pl', ')'];None
1970;coach;(Omni)bus, Reisebus;aktiv;5/C5;II;s;coach;ID 4780143;[('coach', 'NN')];['coach'];['1498']
1971;to wake up;aufwecken, aufwachen;aktiv;5/C6;II;irr;He *has* just *woken up*.;ID 1389834;[('to', 'TO'), ('wake', 'VB'), ('up', 'RP')];['to', 'wake', 'up'];None
1972;Get off!;Geh weg!;passiv;5/C6;II;ph;;;[('Get', 'VB'), ('off', 'RP'), ('!', '.')];['Get', 'off', '!'];None
1973;to fall down;hin(unter)fallen, (ein)stürzen, hier: zusammenfallen;passiv;5/C6;II;irr;;;[('to', 'TO'), ('fall', 'VB'), ('down', 'RP')];['to', 'fall', 'down'];None
1974;to put up;aufhängen, hochheben, hier: aufstellen;aktiv;5/C6;II;irr;It’s time to *put up* our tent.;;[('to', 'TO'), ('put', 'VB'), ('up', 'RP')];['to', 'put', 'up'];None
1975;early;früh, zeitig;aktiv;5/C6;II;a/av;During the holidays I never get up *early*.;;[('early', 'RB')];['early'];['1515']
1976;to have/take a shower;sich duschen;aktiv;5/C6;II;ph;He*’s taking a shower*.;ID 1394758;[('to', 'TO'), ('have/take', 'VB'), ('a', 'DT'), ('shower', 'NN')];['to', 'have/take', 'a', 'shower'];['1521']
1977;Hurry up!;Beeil dich!, Beeilt euch!;aktiv;5/C6;II;ph;;ID 1389838;[('Hurry', 'NNP'), ('up', 'RP'), ('!', '.')];['Hurry', 'up', '!'];None
1978;metre;Meter;passiv;5/C6;II;s;;;[('metre', 'NN')];['metre'];['1524']
1979;to stand up;aufstehen;aktiv;5/C6;II;irr;to *stand up* ↔ to sit down;;[('to', 'TO'), ('stand', 'VB'), ('up', 'RP')];['to', 'stand', 'up'];None
1980;this;diese(r, s);passiv;5/C6;II;d;;;[('this', 'DT')];['this'];['1486', '1549']
1981;to hold up;hochhalten;passiv;5/C6;II;irr;;;[('to', 'TO'), ('hold', 'VB'), ('up', 'RP')];['to', 'hold', 'up'];None
1982;wet;nass;aktiv;5/C6;II;a;It’s raining. My shoes are *wet*.;;[('wet', 'NN')];['wet'];['1531']
1983;owner;Besitzer/in, Eigentümer/in;passiv;5/C6;II;s;;;[('owner', 'NN')];['owner'];['1533']
1984;dirty;dreckig, schmutzig;aktiv;5/C6;II;a;;;[('dirty', 'NN')];['dirty'];['1539']
1985;straight;gerade(aus), direkt;passiv;5/C6;II;av;;;[('straight', 'NN')];['straight'];['1539']
1986;bin;Mülleimer, Mülltonne;aktiv;5/C6;II;s;;ID 1403544;[('bin', 'NN')];['bin'];None
1987;to go red;rot werden;passiv;5/C6;II;ph;;;[('to', 'TO'), ('go', 'VB'), ('red', 'JJ')];['to', 'go', 'red'];None
1988;to walk up to sb;auf jdn zugehen;passiv;5/C6;II;ph;;;[('to', 'TO'), ('walk', 'VB'), ('up', 'IN'), ('to', 'TO'), ('sb', 'VB')];['to', 'walk', 'up', 'to', 'sb'];None
1989;to play a trick on sb;jdm einen Streich spielen;passiv;5/C6;II;ph;;;[('to', 'TO'), ('play', 'VB'), ('a', 'DT'), ('trick', 'NN'), ('on', 'IN'), ('sb', 'NN')];['to', 'play', 'a', 'trick', 'on', 'sb'];None
1990;to leave sb alone;jdn in Ruhe lassen;passiv;5/C6;II;ph;;;[('to', 'TO'), ('leave', 'VB'), ('sb', 'NN'), ('alone', 'RB')];['to', 'leave', 'sb', 'alone'];None
1991;may;können, dürfen, hier: vielleicht;passiv;5/C6;II;v;;;[('may', 'MD')];['may'];['1476', '1548']
1992;to bully;tyrannisieren, mobben;aktiv;5/C6;II;v;Jo and Alicia *are bullying* Janet. It’s awful for her.;;[('to', 'TO'), ('bully', 'RB')];['to', 'bully'];None
1993;overtake;;passiv;6/A;II;;;;[('overtake', 'NN')];['overtake'];None
1994;rowing (no pl);Rudern;passiv;6/A2;II;s;;;[('rowing', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['rowing', '(', 'no', 'pl', ')'];None
1995;health (no pl);Gesundheit;aktiv;6/A2;II;s;Nina has *health* problems. She’s often ill.;;[('health', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['health', '(', 'no', 'pl', ')'];None
1996;up and down;auf und ab;passiv;6/A2;II;ph;;;[('up', 'RB'), ('and', 'CC'), ('down', 'RB')];['up', 'and', 'down'];None
1997;second;Sekunde;passiv;6/A2;II;s;;;[('second', 'JJ')];['second'];None
1998;to be out of/short of breath;atemlos sein, außer Atem sein;passiv;6/A2;II;ph;;;[('to', 'TO'), ('be', 'VB'), ('out', 'RP'), ('of/short', 'NN'), ('of', 'IN'), ('breath', 'NN')];['to', 'be', 'out', 'of/short', 'of', 'breath'];None
1999;to touch;berühren;aktiv;6/A2;II;v;Don’t *touch* it. It’s hot.;;[('to', 'TO'), ('touch', 'VB')];['to', 'touch'];None
2000;stairs;Treppe, hier: Treppenstufen;passiv;6/A2;II;s;;;[('stairs', 'NNS')];['stair'];None
2001;a little;(ein) wenig, (ein) bisschen;passiv;6/A2;II;ph;;;[('a', 'DT'), ('little', 'JJ')];['a', 'little'];None
2002;to balance;balancieren;passiv;6/A2;II;v;;;[('to', 'TO'), ('balance', 'VB')];['to', 'balance'];None
2003;press-up (BE);Liegestütz;passiv;6/A2;II;s;;;[('press-up', 'NN'), ('(', '('), ('BE', 'NNP'), (')', ')')];['press-up', '(', 'BE', ')'];None
2004;hardly;kaum;aktiv;6/A2;II;av;She is ill. She can *hardly* speak.;;[('hardly', 'RB')];['hardly'];None
2005;mostly;meistens, größtenteils, hauptsächlich;passiv;6/A2;II;av;;;[('mostly', 'RB')];['mostly'];None
2006;as fit as a fiddle (informal);fit wie ein Turnschuh;passiv;6/A2;II;ph;;;[('as', 'RB'), ('fit', 'NN'), ('as', 'IN'), ('a', 'DT'), ('fiddle', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['a', 'fit', 'a', 'a', 'fiddle', '(', 'informal', ')'];['1585']
2007;to keep up;hochhalten, hier: weiterhin tun;passiv;6/A2;II;irr;;;[('to', 'TO'), ('keep', 'VB'), ('up', 'RP')];['to', 'keep', 'up'];None
2008;to share;teilen;passiv;6/A2;II;v;;;[('to', 'TO'), ('share', 'NN')];['to', 'share'];['1587']
2009;love;Liebe;passiv;6/A2;II;s;;;[('love', 'NN')];['love'];['1587']
2010;to get;erhalten, bekommen, hier: werden, geraten;aktiv;6/A2;II;irr;The boys *got* into trouble.;;[('to', 'TO'), ('get', 'VB')];['to', 'get'];['1590', '1593', '1594']
2011;to cycle;Rad fahren, radeln;aktiv;6/A2;II;v;to *cycle* = to ride a bike;;[('to', 'TO'), ('cycle', 'NN')];['to', 'cycle'];None
2012;to run (away);(weg)rennen, hier auch: laufen;aktiv;6/A2;II;irr;;;[('to', 'TO'), ('run', 'VB'), ('(', '('), ('away', 'RB'), (')', ')')];['to', 'run', '(', 'away', ')'];['1590']
2013;flexible;flexibel, biegsam, gelenkig;passiv;6/A2;II;a;;;[('flexible', 'JJ')];['flexible'];['1591']
2014;stretching exercise;Dehnungsübung;passiv;6/A2;II;s;;;[('stretching', 'VBG'), ('exercise', 'NN')];['stretching', 'exercise'];['1591']
2015;Oh dear! (informal);Du meine Güte!;passiv;6/A2;II;i;;;[('Oh', 'UH'), ('dear', 'NN'), ('!', '.'), ('(', '('), ('informal', 'JJ'), (')', ')')];['Oh', 'dear', '!', '(', 'informal', ')'];None
2016;to get off;aussteigen, hier: runterkommen;aktiv;6/A2;II;irr;;;[('to', 'TO'), ('get', 'VB'), ('off', 'RP')];['to', 'get', 'off'];['1593', '1594']
2017;about;über, hier: zu;aktiv;6/A3;II;pr;;;[('about', 'IN')];['about'];['1583']
2018;sports (AE, pl);Sport, Sportart;passiv;6/A6;II;s;;;[('sports', 'NNS'), ('(', '('), ('AE', 'NNP'), (',', ','), ('pl', 'NN'), (')', ')')];['sport', '(', 'AE', ',', 'pl', ')'];None
2019;Say why.;Sag warum.;passiv;6/B1;II;ph;;;[('Say', 'NNP'), ('why', 'WRB'), ('.', '.')];['Say', 'why', '.'];None
2020;to score (a goal);(ein Tor) schießen;aktiv;6/B1;II;ph;Alex *scored* a fantastic goal.;;[('to', 'TO'), ('score', 'VB'), ('(', '('), ('a', 'DT'), ('goal', 'NN'), (')', ')')];['to', 'score', '(', 'a', 'goal', ')'];None
2021;to leave;verlassen, weggehen, hier: lassen;aktiv;6/B1;II;irr;She *left* him waiting outside.;;[('to', 'TO'), ('leave', 'VB')];['to', 'leave'];None
2022;to stand;stehen;aktiv;6/B1;II;irr;Jack had to *stand* in the corner.;;[('to', 'TO'), ('stand', 'VB')];['to', 'stand'];None
2023;I took the team on whole.;Ich nahm es mit der ganzen Mannschaft auf.;passiv;6/B1;II;ph;;;[('I', 'PRP'), ('took', 'VBD'), ('the', 'DT'), ('team', 'NN'), ('on', 'IN'), ('whole', 'JJ'), ('.', '.')];['I', 'took', 'the', 'team', 'on', 'whole', '.'];['1596']
2024;to pull;ziehen;aktiv;6/B1;II;v;;;[('to', 'TO'), ('pull', 'VB')];['to', 'pull'];None
2025;to end;beenden, zu Ende bringen, enden;aktiv;6/B1;II;v;;;[('to', 'TO'), ('end', 'VB')];['to', 'end'];['1596']
